ed399cea75500e7a2d056167d5dbe08a7b8d3dea,DELETE,regular-file,sentences_detailed.csv,580769071,
5e6754ac0ddc2b0b2c503a2d5b488a8568ccef5a,DELETE,regular-file,sentences_detailed.tar.bz2,128856502,
